,level,parent,name,q,eppo
2555,8,144,Castanea sp.,,CSNSS
2556,8,9399,Chrysolepis chrysophylla,Q2967382,CSOCH
2557,8,145,Castanopsis sieboldii,Q846994,CSOCS
2558,8,145,Castanopsis cuspidata,Q2717620,CSOCU
2559,8,145,Castanopsis fargesii,Q11110842,CSOFA
2560,8,145,Castanopsis faberi,Q15245954,CSOFB
2561,8,145,Castanopsis javanica,Q1048543,CSOJA
2562,8,145,Castanopsis orthacantha,Q10889762,CSOOR
2563,8,9399,Chrysolepis sempervirens,Q15328842,CSOSE
2564,8,145,Castanopsis sp.,,CSOSS
2565,9,9400,Callistephus chinensis,Q312441,CSPCH
2566,9,9400,Callistephus sp.,,CSPSS
2567,9,9401,Chusquea lorentziana,Q15272009,CSQLO
2568,9,9402,Castanospermum australe,Q783001,CSRAU
2569,8,146,Cistus albidus,Q1763350,CSTAL
2570,8,146,Cistus creticus,Q891305,CSTIC
2571,8,146,Cistus x incanus,,CSTIS
2572,8,146,Cistus ladanifer,Q789800,CSTLA
2573,8,146,Cistus laurifolius,Q3678256,CSTLR
2574,8,146,Cistus monspeliensis,Q1414643,CSTMO
2575,8,146,Cistus inflatus,Q15330550,CSTPS
2576,8,146,Cistus salviifolius,Q136801,CSTSA
2577,8,146,Cistus sp.,,CSTSS
2578,8,147,Casuarina cunninghamiana,Q662316,CSUCU
2579,8,147,Casuarina equisetifolia,Q857220,CSUEQ
2580,8,147,Casuarina glauca,Q2941555,CSUGL
2581,8,147,Casuarina obesa,Q5050937,CSUOB
2582,8,147,Casuarina sp.,,CSUSS
2583,8,8965,Allocasuarina verticillata,Q4732995,CSUST
2584,9,9403,Catasetum macrocarpum,Q1595747,CSZMA
2585,9,148,Cattleya sp.,,CTBSS
2586,8,9404,Cotyledon orbiculata,Q2716378,CTDOR
2587,8,9406,Centaurium erythraea,Q156870,CTIER
2588,8,149,Catalpa bignonioides,Q163831,CTLBI
2589,8,149,Catalpa bungei,Q11120066,CTLBU
2590,8,149,Catalpa speciosa,Q159204,CTLSP
2591,8,149,Catalpa sp.,,CTLSS
2592,9,9315,Melaleuca quadrifida,,CTMQU
2593,9,9407,Calotropis gigantea,Q525166,CTRGI
2594,9,9407,Calotropis procera,Q948690,CTRPR
2595,9,9407,Calotropis sp.,,CTRSS
2596,9,150,Cotoneaster apiculatus,Q15228489,CTTAP
2597,9,150,Cotoneaster bullatus,Q1385334,CTTBU
2598,9,150,Cotoneaster buxifolius,Q11177624,CTTBX
2599,9,150,Cotoneaster x crispii,,CTTCR
2600,9,150,Cotoneaster dammeri,Q159655,CTTDA
2601,9,150,Cotoneaster franchetii,Q1441316,CTTFR
2602,9,150,Cotoneaster horizontalis,Q159650,CTTHO
2603,9,150,Cotoneaster insignis,Q13903656,CTTIN
2604,9,150,Cotoneaster integerrimus,Q158930,CTTIT
2605,9,150,Cotoneaster lacteus,Q2998589,CTTLA
2606,9,150,Cotoneaster lucidus,Q162750,CTTLU
2607,9,150,Cotoneaster microphyllus,Q1746373,CTTMI
2608,9,150,Cotoneaster moupinensis,Q1506251,CTTMO
2609,9,150,Cotoneaster niger,Q50832044,CTTNG
2610,9,150,Cotoneaster pannosus,Q5175446,CTTPA
2611,9,150,Cotoneaster salicifolius,Q1592259,CTTSA
2612,9,150,Cotoneaster sp.,,CTTSS
2613,9,150,Cotoneaster suavis,Q111518133,CTTSU
2614,9,150,Cotoneaster x watereri,,CTTWT
2615,9,151,Catharanthus roseus,Q161093,CTURO
2616,8,9408,Clusia rosea,Q5775234,CUFRO
2617,7,9409,Cunninghamia lanceolata,Q149115,CUHLA
2618,8,9411,Clutia abyssinica,Q15355296,CUIAB
2619,9,9412,Cotula coronopifolia,Q2998623,CULCO
2620,8,153,Cucumis aculeatus,Q15532986,CUMAC
2621,8,153,Cucumis africanus,Q15532527,CUMAF
2622,8,153,Cucumis anguria,Q2349096,CUMAN
2623,8,153,Cucumis callosus,Q17429931,CUMCA
2624,8,153,Cucumis dipsaceus,Q15533016,CUMDI
2625,8,153,Cucumis figarei var. ficifolius,,CUMFF
2626,8,153,Cucumis melo subsp. melo var. cantaloupensis,,CUMMC
2627,8,153,Cucumis melo var. dudaim,,CUMMD
2628,8,153,Cucumis melo,Q81602,CUMME
2629,8,153,Cucumis melo var. flexuosus,Q2139088,CUMMF
2630,8,153,Cucumis melo subsp. agrestis,Q21383256,CUMMG
2631,8,153,Cucumis melo var. inodorus,Q47801,CUMMI
2632,8,153,Cucumis melo var. reticulatus,Q10969892,CUMMR
2633,8,153,Cucumis metulifer,Q41318,CUMMT
2634,8,153,Cucumis myriocarpus,Q5192439,CUMMY
2635,8,153,Cucumis prophetarum,Q3006736,CUMPR
2636,8,153,Cucumis sativus,Q23425,CUMSA
2637,8,153,Cucumis sp.,,CUMSS
2638,8,153,Cucumis trigonus,Q18920475,CUMTR
2639,7,9418,Cunninghamella sp.,,CUNNSP
2640,8,9419,Calluna vulgaris,Q26615,CUNVU
2641,9,167,Cyperus pseudokyllingioides,Q82309255,CUOCY
2642,9,9420,Cupania juglandifolia,Q15547646,CUPMA
2643,9,9420,Cupania vernalis,Q5194426,CUPVE
2644,8,9422,Cunonia capensis,Q15597345,CUQCA
2645,9,9423,Curcuma alismatifolia,Q633124,CURAL
2646,9,9423,Curcuma aromatica,Q1911231,CURAR
2647,9,9423,Curcuma longa,Q42562,CURLO
2648,9,9423,Curcuma sp.,,CURSS
2649,9,9423,Curcuma zedoaria,Q206733,CURZE
2650,9,155,Clausena anisata,Q15389244,CUSAN
2651,9,155,Clausena anisum-olens,Q15230776,CUSAO
2652,9,155,Clausena excavata,Q6854041,CUSEX
2653,9,155,Clausena harmandiana,Q15389365,CUSHA
2654,9,155,Clausena indica,Q10796541,CUSIN
2655,9,155,Clausena lansium,Q311077,CUSLA
2656,8,156,Cucurbita cylindrata,Q15533259,CUUCY
2657,8,156,Cucurbita digitata,Q5192446,CUUDI
2658,8,156,Cucurbita ecuadorensis,Q15533382,CUUEC
2659,8,156,Cucurbita ficifolia,Q431138,CUUFI
2660,8,156,Cucurbita foetidissima,Q311136,CUUFO
2661,8,156,Cucurbita fraterna,Q15533538,CUUFR
2662,8,156,Cucurbita maxima x Cucurbita moschata,,CUUHY
2663,8,156,Cucurbita lundelliana,Q15533658,CUULU
2664,8,156,Cucurbita maxima,Q161180,CUUMA
2665,8,156,Cucurbita argyrosperma,Q311251,CUUMI
2666,8,156,Cucurbita moschata,Q160571,CUUMO
2667,8,156,Cucurbita martinezii,Q16752168,CUUMZ
2668,8,156,Cucurbita okeechobeensis,Q5192448,CUUOK
2669,8,156,Cucurbita palmata,Q4466998,CUUPA
2670,8,156,Cucurbita pedatifolia,Q15533033,CUUPD
2671,8,156,Cucurbita pepo,Q7229863,CUUPE
2672,8,156,Cucurbita pepo var. giromontiina,,CUUPG
2673,8,156,Cucurbita melopepo,Q21872952,CUUPM
2674,8,156,Cucurbita pepo var. styriaca,Q99701217,CUUPO
2675,8,156,Cucurbita radicans,Q5192450,CUURA
2676,8,156,Cucurbita sp.,,CUUSS
2677,8,156,Cucurbita texana,Q15298386,CUUTX
2678,7,157,x Cuprocyparis leylandii,,CUYLE
2679,8,9424,Cussonia spicata,Q5196278,CUZSP
2680,8,9425,Crateva tapia,Q10378160,CVATA
2681,7,9426,Hesperocyparis arizonica,Q50843037,CVBAR
2682,7,158,Cupressus duclouxiana,Q138085,CVBDU
2683,7,9426,Hesperocyparis goveniana,Q287544,CVBGO
2684,7,9426,Hesperocyparis guadalupensis,,CVBGU
2685,7,9426,Hesperocyparis lusitanica,,CVBLU
2686,7,9426,Hesperocyparis macnabiana,,CVBMA
2687,7,9426,Hesperocyparis macrocarpa,Q32856056,CVBMC
2688,7,158,Cupressus sempervirens,Q147513,CVBSE
2689,7,158,Cupressus sp.,,CVBSS
2690,8,9427,Cuscuta campestris,Q940418,CVCCA
2691,8,9427,Cuscuta sp.,,CVCSS
2692,8,9384,Maclura cochinchinensis,Q5402484,CVDCO
2693,8,9384,Maclura tricuspidata,Q602322,CVDTR
2694,8,9429,Carludovica palmata,Q4745262,CVFPA
2695,9,9430,Croton ciliatoglandulifer,Q3004148,CVNCI
2696,9,9430,Croton capitatus,Q3004087,CVNCP
2697,9,9430,Croton floribundus,Q3004331,CVNFL
2698,9,9430,Croton glabellus,Q3004364,CVNGB
2699,9,9430,Croton glandulosus,Q3004373,CVNGL
2700,9,9430,Croton hirtus,Q3004454,CVNHI
2701,9,9430,Croton monanthogynus,Q3004775,CVNMO
2702,9,9430,Croton nitens,Q3004817,CVNNI
2703,9,9430,Croton piptocalyx,Q3004950,CVNPI
2704,9,9430,Croton pseudoniveus,Q3004995,CVNPN
2705,9,9430,Croton sonorae,Q3005166,CVNSN
2706,9,9430,Croton sparsiflorus,,CVNSP
2707,9,9430,Croton sp.,,CVNSS
2708,9,9430,Croton sylvaticus,Q2450268,CVNSY
2709,9,9430,Croton texensis,Q3005277,CVNTE
2710,9,9430,Croton tiglium,Q2089847,CVNTI
2711,9,159,Crocus sativus,Q15041677,CVOSA
2712,9,159,Crocus sp.,,CVOSS
2713,9,9431,Crepis alpestris,Q15565035,CVPAL
2714,9,9431,Crepis biennis,Q489597,CVPBI
2715,9,9431,Crepis capillaris,Q1697820,CVPCA
2716,9,9431,Crepis divaricata,Q15566527,CVPDV
2717,9,9431,Crepis foetida,Q970997,CVPFO
2718,9,9431,Crepis foetida subsp. rhoeadifolia,Q14404552,CVPFR
2719,9,9431,Crepis leontodontoides,Q15567688,CVPLE
2720,9,9431,Crepis occidentalis subsp. pumila,,CVPOP
2721,9,9431,Crepis pulchra,Q1476846,CVPPU
2722,9,9431,Crepis rubra,Q1139641,CVPRU
2723,9,9431,Crepis sancta,Q11916026,CVPSA
2724,9,9431,Crepis setosa,Q894225,CVPSE
2725,9,9431,Crepis sp.,,CVPSS
2726,9,9431,Crepis tectorum,Q5184288,CVPTE
2727,9,9431,Crepis vesicaria subsp. taraxacifolia,Q48856746,CVPVT
2728,9,9432,Crotalaria micans,Q10865851,CVTAN
2729,9,9432,Crotalaria brevidens var. intermedia,,CVTBI
2730,9,9432,Crotalaria breviflora,Q15446741,CVTBR
2731,9,9432,Crotalaria lejoloba,,CVTFE
2732,9,9432,Crotalaria incana,Q10926396,CVTIN
2733,9,9432,Crotalaria juncea,Q2855436,CVTJU
2734,9,9432,Crotalaria lanceolata,Q15247527,CVTLA
2735,9,9432,Crotalaria longirostrata,Q5188932,CVTLO
2736,9,9432,Crotalaria pallida var. obovata,Q50886167,CVTMU
2737,9,9432,Crotalaria ochroleuca,Q15450192,CVTOC
2738,9,9432,Crotalaria paulina,Q15451387,CVTPA
2739,9,9432,Crotalaria pallida,Q15221179,CVTPL
2740,9,9432,Crotalaria retusa,Q10917487,CVTRE
2741,9,9432,Crotalaria spectabilis,Q3003826,CVTSP
2742,9,9432,Crotalaria sp.,,CVTSS
2743,9,9432,Crotalaria trichotoma,Q15453070,CVTTR
2744,9,9432,Crotalaria virgulata,Q15454037,CVTVI
2745,9,9433,Chrysalidocarpus lutescens,Q11176489,CWCLU
2746,9,9434,Cyphostemma mappia,Q15567436,CWMMP
2747,8,161,Casearia aculeata,Q6406374,CWSAC
2748,8,161,Casearia hirsuta,Q15398023,CWSHI
2749,8,161,Casearia laetioides,,CWSLA
2750,8,161,Casearia sylvestris,Q5558895,CWSSY
2751,8,9435,Cyrtomium falcatum,Q2415732,CWUFA
2752,8,9436,Cucumeropsis mannii,Q5192429,CWVMA
2753,9,9437,Clitoria javitensis,Q15467955,CXCJA
2754,9,9437,Clitoria mariana,Q10865523,CXCMA
2755,9,9437,Clitoria ternatea,Q312265,CXCTE
2756,8,9439,Clethra alnifolia,Q5131966,CXEAL
2757,9,9440,Cnidoscolus sp.,,CXFSS
2758,9,9440,Cnidoscolus texanus,Q5137374,CXFTE
2759,8,9442,Colchicum x agrippinum,,CXHAG
2760,8,9442,Colchicum autumnale,Q152553,CXHAU
2761,8,9442,Colchicum speciosum,Q2671042,CXHSP
2762,8,9442,Colchicum sp.,,CXHSS
2763,9,9443,Colutea arborescens,Q158890,CXIAR
2764,8,9444,x Chitalpa tashkentensis,Q11468281,CXKTA
2765,9,9445,Colophospermum mopane,Q641513,CXOMO
2766,9,162,Colocasia esculenta,Q227997,CXSES
2767,9,9446,Leucocasia gigantea,Q58206938,CXSGI
2768,8,9447,Colletia paradoxa,,CXTCR
2769,8,9447,Colletia spinosa,,CXTSP
2770,9,9448,Coleus amboinicus,Q39087854,CXUAM
2771,9,9448,Coleus scutellarioides,Q10881792,CXUBH
2772,9,9448,Coleus rotundifolius,Q87645190,CXURO
2773,9,9448,Coleus sp.,,CXUSS
2774,9,9449,Chloroxylon swietenia,Q2229595,CXYSW
2775,8,163,Carya aquatica,Q5047664,CYAAQ
2776,8,163,Carya cathayensis,Q15238210,CYACA
2777,8,163,Carya cordiformis,Q879016,CYACO
2778,8,163,Carya floridana,Q5047667,CYAFL
2779,8,163,Carya glabra,Q1406355,CYAGL
2780,8,163,Carya illinoinensis,Q333877,CYAIL
2781,8,163,Carya laciniosa,Q4215101,CYALA
2782,8,163,Carya ovata,Q2601238,CYAOV
2783,8,163,Carya pallida,Q15376540,CYAPA
2784,8,163,Carya sp.,,CYASS
2785,8,163,Carya tomentosa,Q5047673,CYATO
2786,9,9450,Cyanotis axillaris,Q15547426,CYBAX
2787,9,9450,Cyanotis cucullata,Q15560149,CYBCU
2788,9,9451,Cydonia oblonga,Q43300,CYDOB
2789,9,9451,Cydonia sp.,,CYDSS
2790,9,9452,Cymbopogon caesius,Q15238952,CYGCA
2791,9,9452,Cymbopogon citratus,Q33913,CYGCI
2792,9,9452,Cymbopogon nardus,Q691698,CYGNA
2793,9,9452,Cymbopogon schoenanthus,Q2195173,CYGSH
2794,9,9452,Cymbopogon winterianus,Q11107842,CYGWI
2795,8,9453,Cayaponia americana,Q15531365,CYIAM
2796,8,9453,Cayaponia racemosa,Q15531902,CYIRA
2797,8,460,Solanum betaceum,Q379747,CYJBE
2798,9,9454,Cynanchum acutum,Q15088594,CYKAC
2799,9,9455,Vincetoxicum nigrum,Q2678333,CYKNI
2800,9,9455,Vincetoxicum hirundinaria,Q157331,CYKVI
2801,8,164,Corylus americana,Q468659,CYLAM
2802,8,164,Corylus avellana,Q124969,CYLAV
2803,8,164,Corylus cornuta subsp. californica,,CYLCC
2804,8,164,Corylus colurna,Q148939,CYLCO
2805,8,164,Corylus cornuta,Q972950,CYLCR
2806,8,164,Corylus heterophylla,Q976000,CYLHE
2807,8,164,Corylus maxima,Q1801446,CYLMA
2808,8,164,Corylus sieboldiana,Q1037160,CYLSI
2809,8,164,Corylus sieboldiana var. mandshurica,,CYLSM
2810,8,164,Corylus sp.,,CYLSS
2811,9,9251,Dysphania atriplicifolia,Q125394621,CYMAT
2812,9,165,Cynodon dactylon,,CYNDA
2813,9,165,Cynodon nlemfuensis,Q15250963,CYNNL
2814,9,165,Cynodon plectostachyus,Q15501693,CYNPL
2815,9,165,Cynodon sp.,,CYNSS
2816,8,9457,Caryocar brasiliense,Q3411901,CYOBR
2817,9,167,Cyperus acuminatus,Q4118514,CYPAC
2818,9,167,Cyperus aggregatus,Q5795502,CYPAK
2819,9,167,Cyperus conglobatus,,CYPCB
2820,9,167,Cyperus compressus,Q1024017,CYPCP
2821,9,167,Cyperus difformis,Q2589999,CYPDI
2822,9,167,Cyperus eragrostis,Q161320,CYPER
2823,9,167,Cyperus esculentus,Q1165724,CYPES
2824,9,167,Cyperus odoratus,Q4247303,CYPFE
2825,9,167,Cyperus haspan,Q2661655,CYPHP
2826,9,167,Cyperus imbricatus,Q13012436,CYPIM
2827,9,167,Cyperus iria,Q42068,CYPIR
2828,9,167,Cyperus microiria,Q10894590,CYPMI
2829,9,167,Cyperus niger,Q5200207,CYPNG
2830,9,167,Cyperus papyrus,Q158808,CYPPA
2831,9,167,Cyperus pilosus,Q11128494,CYPPI
2832,9,167,Cyperus platystylis,Q10955881,CYPPL
2833,9,167,Cyperus procerus,Q11078695,CYPPR
2834,9,167,Cyperus pulcherrimus,Q13012430,CYPPU
2835,9,167,Cyperus elatus,Q15532375,CYPRA
2836,9,167,Cyperus rotundus,Q1391422,CYPRO
2837,9,167,Cyperus retrorsus,Q15534837,CYPRT
2838,9,167,Cyperus sanguinolentus,Q5791844,CYPSA
2839,9,167,Cyperus sesquiflorus,Q98713492,CYPSF
2840,9,167,Cyperus sp.,,CYPSS
2841,9,167,Cyperus strigosus,Q5200210,CYPST
2842,9,9458,Ericameria nauseosa,Q669582,CYTNA
2843,9,9458,Ericameria nauseosa var. graveolens,Q24690717,CYTNG
2844,9,9459,Chrysothamnus sp.,,CYTSS
2845,9,168,Cynara cardunculus,Q7186137,CYUCA
2846,9,168,Cynara scolymus,Q134609,CYUSC
2847,8,9460,Corylopsis spicata,Q254646,CYVSP
2848,8,9461,Cynoglossum officinale,Q381584,CYWOF
2849,8,9461,Cynoglossum sp.,,CYWSS
2850,9,9462,Cynosurus cristatus,Q1813529,CYXCR
2851,9,169,Cyclamen persicum,Q150055,CYZPE
2852,9,169,Cyclamen sp.,,CYZSS
2853,9,9463,Centrolobium paraense,Q15528483,CZLPA
2854,9,9463,Centrolobium tomentosum,Q9627392,CZLTO
2855,9,9464,Cynometra cauliflora,Q2378268,CZOCA
2856,9,9465,Hippocrepis emerus,Q159635,CZREM
2857,9,9466,Coronilla varia,Q158908,CZRVA
2858,9,9466,Coronilla valentina subsp. glauca,Q32851430,CZRVG
2859,9,9466,Coronilla valentina,Q5221015,CZRVL
2860,9,9467,Argyrocytisus battandieri,Q3241488,CZSBA
2861,9,217,Genista canariensis,Q3006314,CZSCA
2862,9,9212,Cytisus multiflorus,Q969060,CZSMU
2863,9,9468,Chamaecytisus prolifer subsp. palmensis,,CZSPA
2864,9,9468,Chamaecytisus prolifer,,CZSPL
2865,9,9212,Cytisus sp.,,CZSSS
2866,9,9212,Cytisus striatus,,CZSST
2867,9,9212,Cytisus villosus,Q15531513,CZSVI
2868,9,9469,Croptilon divaricatum,Q15570233,CZVDI
2869,9,9470,Cyrtostachys renda,Q1231844,CZYRE
2870,8,9471,Cryptocarya erythroxylon,Q5190841,CZZER
2871,8,9471,Cryptocarya aschersoniana,Q15606728,CZZGA
2872,8,9471,Cryptocarya sp.,,CZZSS
2873,9,9472,Dactylis glomerata,Q161735,DACGL
2874,7,9474,Dacrydium cupressinum,Q382469,DADCU
2875,9,170,Dalbergia hupeana,Q11177728,DAGHU
2876,9,170,Dalbergia latifolia,Q726420,DAGLA
2877,9,170,Dalbergia odorifera,Q3012291,DAGOD
2878,9,170,Dalbergia sissoo,Q1157813,DAGSI
2879,9,170,Dalbergia sp.,,DAGSS
2880,9,170,Dalbergia volubilis,Q15531930,DAGVO
2881,9,171,Dahlia coccinea,Q1804715,DAHCO
2882,9,171,Dahlia excelsa,Q15575943,DAHEX
2883,9,171,Dahlia hybrids,,DAHHY
2884,9,171,Dahlia imperialis,Q5208908,DAHIM
2885,9,9475,Dahlstedtia pentaphylla,,DAHPE
2886,9,171,Dahlia pinnata,Q1549236,DAHPI
2887,9,171,Dahlia sp.,,DAHSS
2888,8,9477,Dais cotinifolia,Q3642894,DAICO
2889,9,9475,Dahlstedtia pinnata,Q15531646,DALPI
2890,8,9478,Daphne odora,Q1156295,DAPOD
2891,8,9478,Daphne sp.,,DAPSS
2892,8,9479,Darmera peltata,Q1537045,DAQPE
2893,9,9480,Dasylirion longissimum,Q146896,DASLO
2894,8,69,Brugmansia arborea,Q134360,DATAR
2895,8,69,Brugmansia aurea,Q1937684,DATAU
2896,8,69,Brugmansia x candida,,DATCA
2897,8,172,Datura discolor,Q4115561,DATDI
2898,8,172,Datura ferox,Q1245970,DATFE
2899,8,172,Datura innoxia,Q17464343,DATIN
2900,8,172,Datura leichhardtii,Q5227803,DATLE
2901,8,172,Datura metel,Q715019,DATME
2902,8,69,Brugmansia sanguinea,Q2926516,DATSA
2903,8,172,Datura stramonium var. tatula,,DATSL
2904,8,172,Datura sp.,,DATSS
2905,8,172,Datura stramonium,Q30959,DATST
2906,8,69,Brugmansia suaveolens,Q3314772,DATSU
2907,8,172,Datura wrightii,Q1897331,DATWR
2908,8,9481,Daucus aureus,Q12205355,DAUAU
2909,8,9481,Daucus carota,Q30056,DAUCA
2910,8,9481,Daucus carota subsp. sativus,Q11678009,DAUCS
2911,8,9481,Daucus pusillus,Q3017004,DAUPU
2912,8,9482,Davidia involucrata,Q334697,DAVIN
2913,8,9483,Debregeasia saeneb,Q11109438,DBGSA
2914,9,9485,Dombeya acutangula,Q2739793,DBYAN
2915,9,9485,Dombeya cacuminum,Q15365097,DBYCC
2916,9,9485,Dombeya rotundifolia,Q2720967,DBYRO
2917,9,9485,Dombeya tiliacea,Q15366501,DBYTI
2918,9,9486,Dicentra formosa,Q1871251,DCTFO
2919,9,9487,Lamprocapnos spectabilis,Q161171,DCTSP
2920,9,9486,Dicentra sp.,,DCTSS
2921,8,9488,Dacryodes edulis,,DCYED
2922,8,9488,Dacryodes sp.,,DCYSS
2923,9,9489,Dendrocalamus hamiltonii,Q14859593,DDCHA
2924,9,106,Chrysanthemum lavandulifolium,Q21263416,DDMBO
2925,9,106,Chrysanthemum crassum,Q21263377,DDMCR
2926,9,106,Chrysanthemum japonense,Q5765951,DDMJA
2927,9,9273,Ajania shiwogiku var. kinokumiensis,,DDMSK
2928,9,106,Chrysanthemum zawadzkii subsp. zawadzkii,,DDMWE
2929,8,9490,Dendropanax morbiferus,Q12625930,DDPMO
2930,8,9491,Decaisnea fargesii,Q882894,DEAFA
2931,9,9492,Desmodium adscendens,Q3024504,DEDAD
2932,9,9492,Desmodium incanum,Q2717285,DEDCA
2933,9,9492,Desmodium cephalotes,,DEDCE
2934,9,9492,Desmodium canescens,Q15485419,DEDCN
2935,9,9492,Desmodium elegans,Q10926667,DEDEL
2936,9,9492,Desmodium gangeticum,Q3595474,DEDGA
2937,9,9492,Desmodium glabrum,Q15485457,DEDGL
2938,9,9492,Desmodium heterophyllum,,DEDHE
2939,9,9492,Desmodium marilandicum,Q15489678,DEDML
2940,9,9492,Desmodium obtusum,Q21257964,DEDOB
2941,9,9492,Desmodium pulchellum,,DEDPU
2942,9,9492,Desmodium scorpiurus,Q15249179,DEDSC
2943,9,9492,Desmodium salicifolium,Q15486190,DEDSL
2944,9,9492,Desmodium strictum,Q15487347,DEDSR
2945,9,9492,Desmodium sp.,,DEDSS
2946,9,9492,Desmodium tortuosum,Q10908837,DEDTO
2947,9,9492,Desmodium triflorum,Q2719169,DEDTR
2948,9,9492,Desmodium uncinatum,Q15487737,DEDUN
2949,9,9492,Desmodium viridiflorum,Q15486404,DEDVI
2950,9,9493,Deeringia amaranthoides,Q15547691,DEEAM
2951,9,9494,Decaspermum humile,Q5248751,DEKHU
2952,9,173,Delphinium grandiflorum,Q1028248,DELGR
2953,9,173,Delphinium hybrids,,DELHY
2954,9,173,Delphinium ambiguum,Q15369891,DELOB
2955,9,173,Delphinium sp.,,DELSS
2956,9,173,Delphinium trolliifolium,Q5254460,DELTF
2957,9,9495,Desmanthus sp.,,DEMSS
2958,9,174,Dendrobium bigibbum,Q5256685,DENBI
2959,9,174,Dendrobium conanthum,Q15451921,DENCT
2960,9,174,Dendrobium officinale,Q50839974,DENOF
2961,9,174,Dendrobium sp.,,DENSS
2962,8,9496,Descurainia pinnata,Q5263816,DESPI
2963,8,9496,Descurainia sophia,Q164143,DESSO
2964,9,9497,Delonix regia,Q238486,DEXRE
2965,9,9497,Delonix sp.,,DEXSS
2966,8,175,Deutzia crenata,Q161446,DEZCT
2967,9,9498,Dichorisandra mosaica,Q15561584,DHAMO
2968,9,9498,Dichorisandra thyrsiflora,Q2843051,DHATH
2969,9,9499,Dicliptera squarrosa,Q15316809,DIBSQ
2970,9,176,Dieffenbachia maculata,,DIFMA
2971,9,176,Dieffenbachia seguine,Q141806,DIFSE
2972,9,176,Dieffenbachia sp.,,DIFSS
2973,9,9500,Digitaria ciliaris,Q8559911,DIGAD
2974,9,9500,Digitaria aequiglumis,Q15503399,DIGAG
2975,9,9500,Digitaria connivens,Q15503744,DIGCN
2976,9,9500,Digitaria didactyla,Q13906170,DIGDI
2977,9,9500,Digitaria eriantha,Q15503707,DIGER
2978,9,9500,Digitaria exilis,Q1340738,DIGEX
2979,9,9500,Digitaria filiformis,Q15503938,DIGFI
2980,9,9500,Digitaria horizontalis,Q15504264,DIGHO
2981,9,9500,Digitaria iburua,Q1341123,DIGIB
2982,9,9500,Digitaria ischaemum,Q159824,DIGIS
2983,9,9500,Digitaria longiflora,Q15246105,DIGLO
2984,9,9500,Digitaria setigera,Q11150326,DIGMB
2985,9,9500,Digitaria pseudodiagonalis,Q15505131,DIGPD
2986,9,9500,Digitaria eriantha subsp. pentzii,,DIGPE
2987,9,9500,Digitaria sanguinalis,Q158994,DIGSA
2988,9,9500,Digitaria abyssinica,Q15503296,DIGSC
2989,9,9500,Digitaria sp.,,DIGSS
2990,9,9501,Dichanthium aristatum,Q11127523,DIHAR
2991,9,8984,Bothriochloa ischaemum,Q3847968,DIHIS
2992,9,9502,Dischidia sp.,,DIJSS
2993,8,177,Digitalis ferruginea,Q161356,DIKAU
2994,8,177,Digitalis grandiflora,Q157085,DIKGR
2995,8,177,Digitalis parviflora,Q2093042,DIKPA
2996,8,177,Digitalis purpurea,Q157555,DIKPU
2997,8,177,Digitalis sp.,,DIKSS
2998,9,9503,Dichrocephala auriculata,Q15574928,DILAU
2999,8,178,Dianthus arboreus,Q17378305,DINAB
3000,8,178,Dianthus andronakii,Q15565634,DINAD
3001,8,178,Dianthus arenarius,Q162598,DINAE
3002,8,178,Dianthus allwoodii hybrids,,DINAL
3003,8,178,Dianthus anatolicus,Q15565382,DINAN
3004,8,178,Dianthus armeria,Q158855,DINAR
3005,8,178,Dianthus carthusianorum subsp. atrorubens,,DINAT
3006,8,178,Dianthus barbatus,Q161745,DINBA
3007,8,178,Dianthus biflorus,Q15565037,DINBI
3008,8,178,Dianthus balbisii,Q1189892,DINBL
3009,8,178,Dianthus bicolor,Q15564909,DINBO
3010,8,178,Dianthus caryophyllus,Q158984,DINCA
3011,8,178,Dianthus collinus subsp. glabriusculus,Q95494989,DINCG
3012,8,178,Dianthus chinensis,Q159013,DINCH
3013,8,178,Dianthus capitatus,Q15565203,DINCS
3014,8,178,Dianthus carthusianorum,Q159735,DINCT
3015,8,178,Dianthus carthusianorum subsp. carthusianorum,,DINCU
3016,8,178,Dianthus cyri,Q15566523,DINCY
3017,8,178,Dianthus deltoides,Q159756,DINDE
3018,8,178,Dianthus furcatus,Q15547949,DINFU
3019,8,178,Dianthus gallicus,Q3594098,DINGA
3020,8,178,Dianthus giganteiformis,Q15567304,DINGF
3021,8,178,Dianthus giganteus,Q15547950,DINGI
3022,8,178,Dianthus gratianopolitanus,Q122778,DINGR
3023,8,178,Dianthus hybrids,,DINHY
3024,8,178,Dianthus integer,Q15567442,DININ
3025,8,178,Dianthus knappii,Q15547953,DINKN
3026,8,178,Dianthus lusitanus,Q5805226,DINLU
3027,8,178,Dianthus hyssopifolius,Q3026300,DINMO
3028,8,178,Dianthus sternbergii,Q1498853,DINMS
3029,8,178,Dianthus nardiformis,Q1189530,DINNA
3030,8,178,Dianthus petraeus subsp. noeanus,,DINNO
3031,8,178,Dianthus orientalis,Q12232522,DINOR
3032,8,178,Dianthus pavonius,Q1189019,DINPA
3033,8,178,Dianthus petraeus,Q3594099,DINPE
3034,8,178,Dianthus plumarius,Q159590,DINPL
3035,8,178,Dianthus petraeus subsp. petraeus,Q95495010,DINPP
3036,8,178,Dianthus rupicola,Q3706782,DINRU
