Category,Disease,Pathogen,Afflict,Full plant name
"NEMATODES, PARASITIC",Elm yellows (phloem necrosis),MLO (graft-transmissible),Elm,Elm ( Ulmus spp.)
"NEMATODES, PARASITIC",Zonate canker,Virus (graft-transmissible),Elm,Elm ( Ulmus spp.)
"NEMATODES, PARASITIC",Zonate canker,Virus (graft-transmissible),English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend 1907) Conn 1942,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
BACTERIAL DISEASES,Deep bark canker,"Erwinia rubrifaciensWilson, Zeitoun, & Fredrickson 1967",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
BACTERIAL DISEASES,Shallow bark canker,"Erwinia nigrifluensWilson, Starr & Berger 1957",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
BACTERIAL DISEASES,Walnut blight,Xanthomonas campestrispv. juglandis(Pierce 1901) Dye (1978),English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Anthracnose,"Gnomonia leptostyla(Fr.) Ces. et de Not.
Marssonina juglandis(Lib.) Magn. [anamorph]",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Armillaria root rot,Armillaria mellea(Vahl:Fr.) P. Kumm.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Branch wilt,Hendersonula toruloideaNattrass,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Cotton root rot,"Phymatotrichopsisomnivora(Duggar) Hennebert
=Phymatotrichum omnivorumDuggar",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Cylindrocarpon dieback,"Nectria radicicolaGerlach & L. Nilsson
Cylindrocarpon destructans(Zinssmeister) Scholten[anamorph]
=C. radicicolaWollenw.",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Downy leaf spot,Microstroma juglandis(Berenger) Sacc.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Melanconium dieback,"Melanconis chartusianaTul.
Melanconium juglandinumKunze [anamorph]",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Phytophthora crown and root rot,"Phytophthoraspp.
P. cactorum(Lebert & Cohn) J. Schröt.
P. cinnamomiRand
P. citricolaSawada
P. citrophthora(R.E. Sm. & E.H. Sm.) Leonian
P. cryptogeaPethybr. & Lafferty
P. drechsleriTucker
P. megaspermaDrechs.
P. nicotinaeBreda de Haan var.parasitica(Dastur)G.M. Waterhouse
=P. parasiticaDastur",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
FUNGAL DISEASES,Phytophthora trunk and branch canker,"Phytophthora cactorum(Lebert & Cohn) J. Schröt.
P. citricolaSawada
P. citrophthora(R.E. Sm. & E.H. Sm.) Leonian",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
"NEMATODES, PARASITIC",Pin nematode,Paratylenchusspp.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
"NEMATODES, PARASITIC",Ring nematode,Mesocriconema xenoplax(Raski) Loof & de Grisse,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
"NEMATODES, PARASITIC",Root lesion nematode,Pratylenchus vulnusAllen & Jensen,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
"NEMATODES, PARASITIC",Root knot nematode,Meloidogynespp.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
VIRAL DISEASES,Blackline,"genusNepovirus, Cherry leaf roll virus(CLRV)",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
VIRAL DISEASES,Walnut ring spot,"genusNepovirus, Cherry leaf roll virus(CLRV)",English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Alternaria leaf spot,Alternaria alternata(Fr.:Fr.) Keissl.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Apoplexy,Unknown,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Ascochyta ring spot,Ascochyta juglandisBoltshauser,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Mesophyll collapse,High temperature and low humidity,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Oilless nuts,Unknown,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Pistillate flower abscission,Excess pollen,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Stem canker,Fusarium solani(Mart.) Sacc.,English (Persian) Walnut,English (Persian) Walnut ( Juglans regia L.)
MISCELLANEOUS DISEASES AND DISORDERS,Stem canker,Fusarium solani(Mart.) Sacc.,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
BACTERIAL DISEASES,Bacterial blight,"Xanthomonas arboricolapv.corylina(Miller, Bollen, Simmons, Gross & Barss 1940) Vauterin, Hoste, Kersters & Swings 1995",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
BACTERIAL DISEASES,Bacterial canker,Pseudomonas syringaepvavellanaePsallidas 1993,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith and Townsend 1907) Conn 1942,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Anthracnose,"Piggotia coryli (Desm.) Sutton
= Monostichella coryli(Desm.) Hohn.
= Gloeosporium coryli(Desm.) Sacc.
=Labrella coryli(Desm.) Sacc.",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Armillaria root disease,Armillariaspp.,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Borro sec,"Cryptosporiopsis tarraconensisGene, Guarro & Figueras",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Cytospora canker,Cytosporaspp.,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Eastern filbert blight,Anisogramma anomala(Peck) E. Müller,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Kernel molds,"Mycosphaerella punctiformis(Pers.:Fries) Starb.[teleomorph]
Ramulariasp. [anamorph]
Phomopsisspp.
Septoria ostryaePeck",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Kernel spot,Nemataspora coryliPeligon,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Leaf blister,Taphrina coryliNishida,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Leaf spots,"Anguillosporella vermiformis(Davis) Braun
Asteroma coryli(Fuckel) Sutton
Cercospora corylinaRay
C. coryliMontemartini
Mamianiella coryli(Batsch ex Fries) Höhn
Monochaetia coryli(Rostrup) Allescher
Mycosphaerella punctiformis(Pers.:Fries) Starb.[teleomorph]
Ramulariasp. [anamorph]
Phyllosticta coryliWestend
Ramularia coryiChevassut
Septoria ostryaePeck
Sphaceloma coryliVegh & Bourgeois",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Nectria canker,Nectria ditissimaTul.,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Texas root rot,Phymatotrichopsis omnivorum(Duggar) Hennebert,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Powdery mildew,"Microsphaera coryliHomma
M. ellisiiU. Braun
M. hommaeU. Braun
M. verruculosaYu & Lai on variousCorylussp.
Phyllactinia guttata(Wallr.:Fr.) Lev.
= P. suffulta",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
FUNGAL DISEASES,Rust,Pucciniastrum coryliKomarov,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
VIRAL DISEASES,Hazelnut mosaic,"genusIlarvirus, Apple mosaic virus(ApMV)
genusIlarvirus, Prunus necrotic ringspot virus(PNRSV)
genusIlarvirus, Tulare apple mosaic virus(TAMV)",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
PHYTOPLASMAL AND SPIROPLASMAL DISEASES,Filbert Stunt,"unknown, suspect a phytoplasma",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
PHYTOPLASMAL AND SPIROPLASMAL DISEASES,Hazelnut Yellows,phytoplasma(s),European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Blanks,"empty nut shells, cause unknown",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Brown Stain,"brown liquefied portions of shell and kernel, cause unknown",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Catkin Blast,"deformed catkins, cause unknown",European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Sun Scald,high temperature,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Wet Feet,saturated soil conditions for extended periods.,European Hazelnut,European Hazelnut ( Corylus avellana L.) Hazelnut ( Corylus spp.)
MISCELLANEOUS DISEASES & DISORDERS,Wet Feet,saturated soil conditions for extended periods.,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Anthracnose,Colletotrichum lini(Westerdijk) Tochinai,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Basal stem blight,"Phomaspp.
P. exiguaDesmaz. var.linicola(Naumov & Vass.) Maas",Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Brown stem blight,Alternaria linicolaGroves & Skolko,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Browning (and) stem break,"Aureobasidium lini(Lafferty) Hermanides-Nijhof
(teleomorph:Guignardia fulvidaF.R. Sanderson)",Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,"Damping-off, root rot, and seedling blight","Alternariaspp.
Colletotrichum lini(Westerdijk) Tochinai
Fusariumspp.
Pythiumspp.
Rhizoctonia solaniKühn
(teleomorph:Thanatephorus cucumeris(A.B. Frank) Donk)
Thielaviopsis basicola(Berk. & Broome) Ferraris
(synanamorph:Chalara elegansNag Raj & Kendrick)",Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Dieback,Selenophoma linicolaVanterpool,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Pasmo,"Septoria linicola(Speg.) Garassini
(teleomorph:Mycosphaerella linicolaNaumov)",Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Rust,Melampsora lini(Ehrenb.) Desmaz.,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Stem mold & rot,Sclerotinia sclerotiorum(Lib.) deBary,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
FUNGAL DISEASES,Wilt,Fusarium oxysporumSchlechtend.:Fr. f. sp.lini(Bolley) W.C. Snyder & H.N. Hans.,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
MISCELLANEOUS DISEASES OR DISORDERS,Boll blight,Extreme high temperatures,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
MISCELLANEOUS DISEASES OR DISORDERS,Chlorosis,Alkaline and very wet soils; mineral deficiencies; herbicide damage,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
MISCELLANEOUS DISEASES OR DISORDERS,Stem girdle,Extreme high or low temperatures cause cankers at soil level,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
MISCELLANEOUS DISEASES OR DISORDERS,Stem twisting and bending,Herbicide damage and soil and temperature conditions,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
VIRUS DISEASES,Aster yellows,MLO,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
VIRUS DISEASES,Crinkle,Oat blue dwarf virus,Flax,Flax ( Linum usitatissimum L. and other Linum spp.)
VIRUS DISEASES,Crinkle,Oat blue dwarf virus,Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASE,Bacterial leaf spot,Xanthomonas campestris(Pammel) Dowson,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.:Fr.:A
(teleomorph:Botryotinia fuckeliana(de Bary) Whetzel)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:A
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Rhizoctonia stem rot,"Rhizoctonia solaniKühn:A,F
(teleomorph:Thanatephorus cucumeris(A.B. Frank) Donk)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,"Southern blight:Sclerotium rolfsiiSacc.:A,F",(teleomorph:Athelia rolfsii(Curzi) Tu & Kimbrough),Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Stem gall,"Nectriella pironiiAlfieri & Samuel:A
(anamorph:Kutilakesa pironiiAlfieri)",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,Cucumber mosaic virus:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mottle,Bidens mottle virus:F,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Spotted wilt,Tomato spotted wilt:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spot,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:D,Ds
E. chrysanthemiBurkholderet al.:D,Ds
E. herbicola(Lohnis) Dye:Ds
Pseudomonassp.:Ds",Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Erwinia blight,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:C,D,S
E. chrysanthemiBurkholderet al.:C,D,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Anthracnose,"glomerella cingulata(Stoneman) Spauld, & Schrenk:C,D
(anamorph:Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Brown leaf spot,"Paraphaeosphaeria obtusispora(Speg.) Hedjaroude:Y
=Leptosphaeria obtusisporaSpeg
(anamorph:Coniothyrium henriquesiiThuem.)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Cercospora leaf spot,Cercosporasp.:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium leaf spot,"Fusarium moniliformeJ. Sheldon:D
(teleomorph:Gibberella fujikuroi(Sawada) Ito in Ito & Kimura)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Gray leaf spot,Cytosporinasp.:Y,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,"Botrytis cinereaPers.: Fr.:D,Ds,Sa",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Phyllosticta leaf spot,"Phyllostictaspp.:C,Ds
P. draconisBerk",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora stem rot,"Phytophthora nicotianaBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:C,D
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Red leaf spot,Fusarium moniliformeJ. Sheldon:S,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Stem rot,"Aspergillus nigerTiegh.:Ds,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Bacterial leaf spots,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet alAg,An,C,D,E,P,Sy
E. chrysanthemiBurkholderet al.Ag,D,E, P,Sy
Pseudomonas cichorii(Swingle) StappAg,An, D,M,P, Sy
Xanthomonas campestrispv.dieffenbachiae(McCulloch & Pirone) DyeAg,An, C,D,P,Sy",Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Red-edge,Xanthomonas campestrispv.dieffenbachiae(McCulloch & Pirone) DyePs,Foliage Plants (House Plants),Foliage Plants (House Plants)
BACTERIAL DISEASES,Soft rot,Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.all,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Black cane rot (Ceratocystis blight),"Ceratocystis fimbriataEllis & Halst.:Sy
(anamorph:Chalarasp.)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Brown leaf spot,Leptosphaeriaspp.:D,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Cephalosporium leaf spot,"Acremonium crotocinigenum(Schol-Schwarz) W. Gams:D,Sy
=Cephalosporium crotocinigenumSchol-Schwarz",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Colletotrichum spadix blight,Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz:An,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Cylindrocladium petiole & root rot,Cylindrocladium spathiphylliSchoultieset al.:Sp,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Dactylaria leaf spot,Dactylaria humicolaG.C. Bhatt & Kendrick:P,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium corm rot,"Fusarium solani(H. Mart.) Sacc.:C
(teleomorph:Nectria haematococcaBerk. & Broome)",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Fusarium stem rot,"Fusarium solani(H. Mart.) Sacc.:Ag,D",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Gray mold,Botrytis cinereaPers.:Fr. P,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Myrothecium leaf spot,"Myrothecium roridumTode:Fr.:Ag,D,P,Sp,Sy",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Phytophthora leaf spot,"Phytophthoraspp.:D,P,Sp",Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Pythium root rot,Pythiumspp.:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Rhizoctonia aerial blight,Rhizoctonia solaniKühn:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
FUNGAL DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Burrowing,"Radopholus similis(Cobb) Thorne:An,P,Sy",Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Foliar,Aphelenchoidesspp.:An,Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Lesion,"Pratylenchusspp.:C,D",Foliage Plants (House Plants),Foliage Plants (House Plants)
"NEMATODES, PARASITIC",Root-knot,"Meloidogynespp.:C,E,P",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Araceae cucumber mosaic,"Cucumber mosaic virus:D,P",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Araceae dasheen mosaic,"Dasheen mosaic virus:Ag,An,C,D,P,Sp",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Alternaria leaf spot,"Alternaria panaxWhetzel in Whetzel & Rosenb.:B,D,Fl, P,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichum trichellum(Fr.:Fr.) M.M. Duke:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spots,"Erwinia chrysanthemiBurkholderet al.:B,S
Pseudomonas cichorii(Swingle) Stapp:B,Fl, Fj,P,S
Xanthomonas campestrispv.hederae(Arnaud) Dye:B,Fl,Fj,H,P,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,"Cercosporaspp.:B,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Damping-off,"Pythiumspp.:B,Fj,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,Botrytis cinereaPers.: Fr.:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phyllosticta leaf spot,"Phyllosticta concentricaSacc.:H
(teleomorph:Discochora philoprinaBerk. & M.A. Curtis) Bissett)",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora leaf spot,"Phytophthora palmivora(E.J. Butler) E.J. Butler:H
P. nicotianaeBreda de Haan var.parasitica(Dastur)G.M. Waterhouse:B
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora root rot,Phytophthoraspp.:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:B,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight and stem rot,Rhizoctonia solaniKühn:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Root-knot (nematodes),Meloidogynespp.:B,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Southern blight,Sclerotium rolfsiiSacc.:all,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bleeding canker,"Dothiorellaspp.:A
Lasiodiplodia theobromae(Pat.) Griffon & Maubl.:A
=Botryodiplodia theobromaePat.",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cylindrocladium root rot,Cylindrocladiumspp.:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Needle blight,"Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz.:A
=C. derridisVan Hoof",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cercospora leaf spot,Cercosporaspp.:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Gray mold,Botrytis cinereaPers.: Fr.:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia aerial blight,Rhizoctonia solaniKühn:H,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Corynespora leaf spot,Corynespora cassiicola(Berk. & M.A. Curtis) C.T. Wei:R,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Myrothecium leaf spot,Myrothecium roridumTode:Fr.:R,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Phytophthora stem rot,"Phytophthora nicotianaeBreda de Haan var.parasitica(Dastur) G.M. Waterhouse:R
=P. parasiticaDastur",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia stem and root rot,Rhizoctonia solaniKühn:R,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Colletotrichumspp.:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Bacterial leaf spot,Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Helminthosporium leaf spot,"Setosphaeria rostrataK.J. Leonard:A
(anamorph:Exserohilum rostratum(Drechs.) K.J. Leonard& E.G. Suggs)
=Helminthosporium rostratumDrechs.",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Rhizoctonia leaf spot,Rhizoctonia solaniKühn:A,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cactus cyst nematode,"Cactodera cacti(Filipjev & Schuurmans- Stekhoven) Krall &  Krall:Many cacti
=Heteroderacacti Filipjev & Schuurmans-Stekhoven",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Cactus virus X,Cactus virus X:Many cacti,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Colletotrichum stem rot,Colletotrichum gloeosporioides(Penz.) Penz. & Sacc. in Penz:Many cacti,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Fusarium stem rot,"Fusarium oxysporumSchlechtend: Fr.:R,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,"Helminthosporium stem rot, shattering","Bipolaris cactivora(Petr.) Alcorn:C,R,S
=Helminthosporium cactivorumPetr.",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Soft rot,"Erwinia carotovorasubsp.carotovora(Jones) Bergeyet al.:C,R,S",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Mosaic,"Tobacco mosaic virus:R
Tomato mosaic virus:R,T",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,(Tradescantia mosaic),"Tradescantia mosaic virus:T,Z",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Pythium root rot,Pythiumspp.:R,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Root-knot (nematode) (also called leaf gall),Meloidogyne incognita(Kofoid & White) Chitwood:S,Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Tan leaf spot,"Curvularia eragrostidis(Henn.) J.A. Meyer:R,T
(teleomorph:Cochliobolus eragrostidis(Tsuda & Ueyama) Sivanesan)",Foliage Plants (House Plants),Foliage Plants (House Plants)
VIRUS DISEASES,Anthracnose,Glomerella cingulata(Stoneman) Spauld. & H. Schrenk:C,Foliage Plants (House Plants),Foliage Plants (House Plants)
